LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL
73728459912012120306262906909619,,Unit 1,George Shields Industrial Estate,TS24 7LQ,697296610000,209,G,B1 Offices and Workshop businesses,2012-11-15,E06000001,E14000733,,2012-12-03,Mandatory issue (Marketed sale).,68,181,3,Grid Supplied Electricity,,,,269,19.54,26.51,70.7,81.73,No,,,4,Heating and Natural Ventilation,"Unit 1, George Shields Industrial Estate",Hartlepool,Hartlepool
73774610252012120306282703009484,,Post Office,"Rift House Estate Post Office, 138 Oxford Road",TS25 5NH,444203480000,79,D,A1/A2 Retail and Financial/Professional services,2012-08-29,E06000001,E14000733,,2012-12-03,Mandatory issue (Marketed sale).,33,87,3,Grid Supplied Electricity,,,,61,75.44,49.16,131.08,118.85,No,,,4,Air Conditioning,"Post Office, Rift House Estate Post Office, 138 Oxford Road",Hartlepool,Hartlepool
74207672032012121308375093900995,,Legends Cafe,Park Road,TS24 7PW,751397480000,71,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-12-11,E06000001,E14000733,,2012-12-13,Mandatory issue (Non-marketed sale).,28,76,3,Natural Gas,,,,793,115.8,65.98,175.95,163.77,No,,,4,Heating and Mechanical Ventilation,"Legends Cafe, Park Road",Hartlepool,Hartlepool
76608170062013022215090537920540,,Unit 2,Park Tower,TS24 7NT,436874790000,52,C,A1/A2 Retail and Financial/Professional services,2013-02-15,E06000001,E14000733,,2013-02-22,Mandatory issue (Property to let).,24,63,3,Grid Supplied Electricity,,,,245,74.41,35.35,94.27,77.41,No,,,4,Heating and Natural Ventilation,"Unit 2, Park Tower",Hartlepool,Hartlepool
7724280062013022116523818920180,,Northgate Information systems,Northgate House,TS24 7BT,810481880000,61,C,B1 Offices and Workshop businesses,2013-02-19,E06000001,E14000733,Hartlepool (B),2013-02-21,Mandatory issue (Property to let).,26,68,3,Natural Gas,,,,2321,34.46,17.58,46.87,41.72,Yes,,1,4,Heating and Natural Ventilation,"Northgate Information systems, Northgate House",Hartlepool,Hartlepool
7728070922009050112183104920231,UNIT 3/4,"424-426, Catcote Road",,TS25 2LS,301777490001,65,C,Retail,2008-12-12,E06000001,E14000733,Hartlepool (B),2009-05-01,,58,91,3,Grid Supplied Electricity,,,,246,,,,,,,,,Air Conditioning,"UNIT 3/4, 424-426, Catcote Road",Hartlepool,Hartlepool
77362457252013031209193705009952,,Paylors Memorials,"Unit 27a, Park View Road West",TS25 1PE,921675950000,172,G,B1 Offices and Workshop businesses,2012-07-25,E06000001,E14000733,,2013-03-12,Mandatory issue (Property to let).,46,122,3,Grid Supplied Electricity,,,,121,20.51,18.8,50.14,70.74,No,,,4,Heating and Natural Ventilation,"Paylors Memorials, Unit 27a, Park View Road West",Hartlepool,Hartlepool
66014530102012061023013240800770,,Units 1-3,Prospect Way,TS25 1UD,319253840000,94,D,B8 Storage or Distribution,2012-03-30,E06000001,E14000733,,2012-06-10,Mandatory issue (Marketed sale).,50,133,3,Grid Supplied Electricity,,,,3082,284.77,283.24,755.3,534.26,No,,,4,Heating and Natural Ventilation,"Units 1-3, Prospect Way",Hartlepool,Hartlepool
66258370022012061416370936060670,,Units 106-108,Middleton Grange Shopping Centre,TS24 7RJ,739673650000,63,C,A1/A2 Retail and Financial/Professional services,2012-06-06,E06000001,E14000733,,2012-06-14,Mandatory issue (Property to let).,35,92,3,Other,,,,398,43.84,30.26,80.7,55.02,No,,,4,Unconditioned,"Units 106-108, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
66322250062012061409065843960780,,7 Enterprise House,Thomlinson Road,TS25 1NS,848253370000,153,G,B1 Offices and Workshop businesses,2012-06-13,E06000001,E14000733,,2012-06-14,Mandatory issue (Property to let).,27,73,3,Natural Gas,,,,113,34.2,18.73,49.94,104.6,No,,,4,Heating and Natural Ventilation,"7 Enterprise House, Thomlinson Road",Hartlepool,Hartlepool
66336112032012062512012219000792,,Adams Garden of Eden,7a Front Street,TS25 2ES,123973400000,116,E,A1/A2 Retail and Financial/Professional services,2012-06-19,E06000001,E14000733,,2012-06-25,Mandatory issue (Property to let).,31,82,3,Grid Supplied Electricity,,,,70,55.12,34.04,90.76,128.25,No,,,4,Heating and Natural Ventilation,"Adams Garden of Eden, 7a Front Street",Hartlepool,Hartlepool
66377240062012061512111378960770,,Baltic Training Services,Baltic Street,TS25 1PW,773343850000,125,E,B1 Offices and Workshop businesses,2012-06-13,E06000001,E14000733,,2012-06-15,Mandatory issue (Property to let).,42,112,3,Grid Supplied Electricity,,,,109,29.42,24.76,66.04,73.32,Yes,,1,4,Air Conditioning,"Baltic Training Services, Baltic Street",Hartlepool,Hartlepool
66381390022013072412303623090380,,Market Cross,191 Middleton Grange Shopping Centre,TS24 7RR,826091350000,71,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,30,81,3,Natural Gas,,,,214,50.68,30.81,82.16,71.99,No,,,4,Air Conditioning,"Market Cross, 191 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
66388850022013040411505337270390,,99 Middleton Grange Shopping Centre,,TS24 7RF,937457760000,141,F,A1/A2 Retail and Financial/Professional services,2013-03-27,E06000001,E14000733,,2013-04-04,Mandatory issue (Marketed sale).,34,90,3,Grid Supplied Electricity,,,,85,44.1,29.68,79.16,124.3,No,,,4,Heating and Natural Ventilation,99 Middleton Grange Shopping Centre,Hartlepool,Hartlepool
67078442032012101615401223000290,,Spotted Cow,31 The Green,TS27 3EF,409321270000,70,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-08-02,E06000001,E14000733,,2012-10-16,Mandatory issue (Marketed sale).,32,86,3,Natural Gas,,,,402,77.55,49.75,132.67,108.08,No,,,4,Heating and Natural Ventilation,"Spotted Cow, 31 The Green",Hartlepool,Hartlepool
58974120062012012915261494290930,,Toymaster,85 Middleton Grange Shopping Centre,TS24 7RW,394228430000,160,G,A1/A2 Retail and Financial/Professional services,2011-01-21,E06000001,E14000733,,2012-01-29,Mandatory issue (Property to let).,39,105,3,Grid Supplied Electricity,,,,249,87.75,68.8,183.46,280.28,Yes,,1,4,Air Conditioning,"Toymaster, 85 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
59085060062012020116274287040930,,Powerstream Electrical & Building Services Ltd,"Mission Hall, Burbank Street",TS24 7JW,383965740000,258,G,B1 Offices and Workshop businesses,2009-04-01,E06000001,E14000733,,2012-02-01,Mandatory issue (Property to let).,54,144,3,Grid Supplied Electricity,,,,206,9.42,10.21,27.23,48.67,No,,,4,Heating and Natural Ventilation,"Powerstream Electrical & Building Services Ltd, Mission Hall, Burbank Street",Hartlepool,Hartlepool
7765150062017071719041365930340,,Engineers Social Club,Raby Road,TS24 8AE,462755550000,46,B,D2 General Assembly and Leisure plus Night Clubs and Theatres,2017-07-17,E06000001,E14000733,Hartlepool (B),2017-07-17,Mandatory issue (Marketed sale).,25,73,3,Natural Gas,,,,1032,64.98,32.54,95.36,59.91,No,,,4,Heating and Natural Ventilation,"Engineers Social Club, Raby Road",Hartlepool,Hartlepool
77902790062013040919523259270660,,G Davison & Sons,388 Catcote Road,TS25 2LS,654098910000,81,D,A1/A2 Retail and Financial/Professional services,2013-03-26,E06000001,E14000733,,2013-04-09,Mandatory issue (Marketed sale).,29,78,3,Grid Supplied Electricity,,,,77,76.78,44.74,119.32,124.39,No,,,4,Heating and Natural Ventilation,"G Davison & Sons, 388 Catcote Road",Hartlepool,Hartlepool
86484960922013112809504381000440,,Anna Cambell Ltd,12 Victoria Road,TS24 7SD,482367190000,94,D,A1/A2 Retail and Financial/Professional services,2013-10-04,E06000001,E14000733,,2013-11-28,Mandatory issue (Property to let).,27,73,3,Grid Supplied Electricity,,,,62,80.24,43.72,116.59,150.15,No,,,4,Heating and Natural Ventilation,"Anna Cambell Ltd, 12 Victoria Road",Hartlepool,Hartlepool
86652130602013120410041991809290,,89-91 Raby Road,,TS24 8DT,664533890000,74,C,A1/A2 Retail and Financial/Professional services,2013-11-29,E06000001,E14000733,,2013-12-04,Mandatory issue (Marketed sale).,29,78,3,Grid Supplied Electricity,,,,82,74.53,43.83,116.87,109.83,No,,,4,Heating and Natural Ventilation,89-91 Raby Road,Hartlepool,Hartlepool
86734130742013120901290191009990,,Unit 5,Highlight Retail Park,TS24 0YA,373203090000,78,D,A1/A2 Retail and Financial/Professional services,2013-11-19,E06000001,E14000733,,2013-12-09,Mandatory issue (Property to let).,27,71,3,Grid Supplied Electricity,,,,387,76.46,40.81,108.84,118.84,Yes,,1,4,Air Conditioning,"Unit 5, Highlight Retail Park",Hartlepool,Hartlepool
86738447032013120901262713900295,,Unit 3,Highlight Retail Park,TS24 0YA,451320830000,61,C,A1/A2 Retail and Financial/Professional services,2013-11-19,E06000001,E14000733,,2013-12-09,Mandatory issue (Property to let).,30,80,4,Natural Gas,,,,1875,47.36,28.34,75.56,57.86,Yes,,2,5,Heating and Natural Ventilation,"Unit 3, Highlight Retail Park",Hartlepool,Hartlepool
86749267032013120901250111900896,,Unit 2,Highlight Retail Park,TS24 0YA,667189120000,61,C,A1/A2 Retail and Financial/Professional services,2013-11-19,E06000001,E14000733,,2013-12-09,Mandatory issue (Property to let).,30,80,4,Natural Gas,,,,1875,47.36,28.34,75.56,57.86,Yes,,2,5,Heating and Natural Ventilation,"Unit 2, Highlight Retail Park",Hartlepool,Hartlepool
87462968952014010308580603909259,,Darlington Bldg Soc,"Unit 4 Jubilee House, York Road",TS26 9EN,298283750000,68,C,A1/A2 Retail and Financial/Professional services,2013-12-16,E06000001,E14000733,,2014-01-03,Mandatory issue (Property to let).,28,74,3,Natural Gas,,,,177,55.15,30.54,81.43,75,No,,,4,Heating and Natural Ventilation,"Darlington Bldg Soc, Unit 4 Jubilee House, York Road",Hartlepool,Hartlepool
70474402212012091707400504009975,,Unit 12,Atkinson Industrial Estate,TS25 1RH,958124470000,354,G,B1 Offices and Workshop businesses,2012-08-20,E06000001,E14000733,,2012-09-17,Mandatory issue (Property to let).,76,204,3,Grid Supplied Electricity,,,,66,10.93,16.7,44.53,77.43,No,,,4,Heating and Mechanical Ventilation,"Unit 12, Atkinson Industrial Estate",Hartlepool,Hartlepool
70916143252012092511510407009803,,Unit 60,Tofts Farm Industrial Estate,TS25 2BS,838937900000,337,G,B2 to B7 General Industrial and Special Industrial Groups,2012-09-24,E06000001,E14000733,,2012-09-25,Mandatory issue (Property to let).,34,89,3,Natural Gas,,,,1152,46.47,31.14,83.04,312.96,No,,,4,Heating and Natural Ventilation,"Unit 60, Tofts Farm Industrial Estate",Hartlepool,Hartlepool
71495970962012100909595402000450,,Ladysmith Garage,Mainsforth Terrace,TS25 1TZ,508777260000,128,F,B1 Offices and Workshop businesses,2012-10-04,E06000001,E14000733,,2012-10-09,Mandatory issue (Marketed sale).,52,138,3,Grid Supplied Electricity,,,,279,15.56,16.12,43,39.92,No,,,4,Heating and Mechanical Ventilation,"Ladysmith Garage, Mainsforth Terrace",Hartlepool,Hartlepool
82231720502013072310494696800930,,Newsmarket,51 Northgate,TS24 0JX,454622890000,89,D,A1/A2 Retail and Financial/Professional services,2013-07-16,E06000001,E14000733,,2013-07-23,Mandatory issue (Marketed sale).,32,84,3,Grid Supplied Electricity,,,,40,62.58,39.62,105.65,110.91,No,,,4,Air Conditioning,"Newsmarket, 51 Northgate",Hartlepool,Hartlepool
82232733012013072412111300009498,,Cheque Centre,111 Middleton Grange Shopping Centre,TS24 7RJ,480230090000,61,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,30,80,3,Grid Supplied Electricity,,,,132,47.56,28.58,76.2,58.31,No,,,4,Air Conditioning,"Cheque Centre, 111 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
82247431052013072412092001009851,,British Heart Foundation,109 Middleton Grange Shopping Centre,TS24 7RJ,814311050000,102,E,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,37,100,3,Grid Supplied Electricity,,,,132,41.46,31.05,82.81,84.88,No,,,4,Heating and Natural Ventilation,"British Heart Foundation, 109 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
82252420062013072412171400090390,,Specsavers Opticians,"Unit 136, Middleton Grange Shopping Centre",TS24 7RD,904226010000,68,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,29,78,3,Grid Supplied Electricity,,,,329,43.94,25.84,68.89,59.61,No,,,4,Air Conditioning,"Specsavers Opticians, Unit 136, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
82264327032013072411590935000698,,Playmates,17 Middleton Grange Shopping Centre,TS24 7RS,286563840000,117,E,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,28,75,3,Grid Supplied Electricity,,,,96,65.15,36.44,97.19,152.82,No,,,4,Heating and Natural Ventilation,"Playmates, 17 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
85461280962013102917030979200890,,"73, York Road",,TS26 8AH,977788940000,142,F,B1 Offices and Workshop businesses,2013-10-28,E06000001,E14000733,,2013-10-29,Mandatory issue (Property to let).,33,89,3,Natural Gas,,,,168,28.47,19.05,50.8,80.94,No,,,4,Heating and Natural Ventilation,"73, York Road",Hartlepool,Hartlepool
85547220962013103116332977700991,EDF VISITORS' CENTRE,British Energy Generation Ltd,"Hartlepool Power Station, Tees Road",TS25 2BZ,973522730001,27,B,B1 Offices and Workshop businesses,2013-10-31,E06000001,E14000733,,2013-10-31,Mandatory issue (Property on construction).,35,94,5,Grid Supplied Electricity,,,,438,37.53,26.39,70.38,20.26,Yes,,2,5,Air Conditioning,"EDF VISITORS' CENTRE, British Energy Generation Ltd, Hartlepool Power Station, Tees Road",Hartlepool,Hartlepool
80400267032013060312370818000094,,"8, Upper Church Street",,TS24 7ET,649809460000,73,C,A1/A2 Retail and Financial/Professional services,2013-05-29,E06000001,E14000733,,2013-06-03,Mandatory issue (Property to let).,29,77,3,Grid Supplied Electricity,,,,73,82.05,47.1,125.6,119.72,No,,,4,Heating and Natural Ventilation,"8, Upper Church Street",Hartlepool,Hartlepool
79897290062017022614314308920730,,Unit 7,Anchor Retail Park,TS24 0XR,309199840000,80,D,A1/A2 Retail and Financial/Professional services,2017-02-13,E06000001,E14000733,,2017-02-26,Mandatory issue (Marketed sale).,25,74,4,Natural Gas,,,,1067,60.1,30.45,89.22,96.5,No,,,4,Air Conditioning,"Unit 7, Anchor Retail Park",Hartlepool,Hartlepool
80217750902013060411275428500250,,Funky World,Durham Street,TS24 0HQ,299565520000,59,C,A1/A2 Retail and Financial/Professional services,2013-05-28,E06000001,E14000733,,2013-06-04,Mandatory issue (Property to let).,29,77,3,Natural Gas,,,,250,61.55,35.32,94.19,72.65,No,,,4,Heating and Natural Ventilation,"Funky World, Durham Street",Hartlepool,Hartlepool
72996720542012111516054424219990,EXCL. GROUND WEST,Travelodge,The Lanyard,TS24 0XS,151622220001,56,C,C1 Hotels,2012-11-14,E06000001,E14000733,,2012-11-15,Mandatory issue (Property on construction).,39,104,4,Natural Gas,,,,1910,97.56,76.39,203.71,109.55,No,,,4,Heating and Natural Ventilation,"EXCL. GROUND WEST, Travelodge, The Lanyard",Hartlepool,Hartlepool
83931390602013091919225153530910,CANTEEN/WC,S B V Engineering,Burn Road,TS25 1PL,168269550003,182,G,B1 Offices and Workshop businesses,2013-09-17,E06000001,E14000733,,2013-09-19,Mandatory issue (Marketed sale).,43,116,3,Grid Supplied Electricity,,,,50,44.14,38.26,102.03,160.36,No,,,4,Heating and Natural Ventilation,"CANTEEN/WC, S B V Engineering, Burn Road",Hartlepool,Hartlepool
83952360802013110417562145400030,,The Windmill,Dalton Piercy,TS27 3HN,683576440000,84,D,C1 Hotels,2013-07-05,E06000001,E14000733,,2013-11-04,Mandatory issue (Marketed sale).,32,86,3,Natural Gas,,,,1143,96.05,61.59,164.25,160.95,No,,,4,Heating and Natural Ventilation,"The Windmill, Dalton Piercy",Hartlepool,Hartlepool
89292950062014022712271354220540,,Rossmere Park Tea Rooms,Rossmere Way,TS25 5EG,454558420000,94,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2014-02-25,E06000001,E14000733,,2014-02-27,Mandatory issue (Property to let).,41,110,3,Grid Supplied Electricity,,,,52,125.5,103.07,274.86,235.01,No,,,4,Heating and Natural Ventilation,"Rossmere Park Tea Rooms, Rossmere Way",Hartlepool,Hartlepool
89982236012014061612471400009347,,Units 12-15,Spaces Business Park,TS25 1PU,373660940000,108,E,B2 to B7 General Industrial and Special Industrial Groups,2014-03-07,E06000001,E14000733,,2014-06-16,Mandatory issue (Property to let).,32,84,3,Grid Supplied Electricity,,,,960,39.64,25.01,66.7,85.42,No,,,4,Heating and Natural Ventilation,"Units 12-15, Spaces Business Park",Hartlepool,Hartlepool
90015684032014031914030935000997,,Units 8-9,Spaces Business Park,TS25 1PU,877595420000,84,D,B2 to B7 General Industrial and Special Industrial Groups,2014-03-07,E06000001,E14000733,,2014-03-19,Mandatory issue (Property to let).,24,64,3,Grid Supplied Electricity,,,,275,28.37,13.53,36.08,47.43,No,,,4,Heating and Natural Ventilation,"Units 8-9, Spaces Business Park",Hartlepool,Hartlepool
90118580942014040216334053300070,,Unit 1,Spaces Business Park,TS25 1PU,890968350000,84,D,B1 Offices and Workshop businesses,2014-03-07,E06000001,E14000733,,2014-04-02,Mandatory issue (Property to let).,39,105,3,Grid Supplied Electricity,,,,458,16.42,12.96,34.55,27.58,No,,,4,Heating and Natural Ventilation,"Unit 1, Spaces Business Park",Hartlepool,Hartlepool
90369200062014040317415050270652,DISUSED REAR PRODUCTION BUILDING,A M G Resources Ltd,Windermere Road,TS25 1PA,557704080002,75,C,B2 to B7 General Industrial and Special Industrial Groups,2014-03-26,E06000001,E14000733,,2014-04-03,Mandatory issue (Marketed sale).,16,41,3,Other,,,,750,27.41,8.51,22.7,41.06,No,,,4,Unconditioned,"DISUSED REAR PRODUCTION BUILDING, A M G Resources Ltd, Windermere Road",Hartlepool,Hartlepool
90369654632014040318331467000095,WORKSHOP BUILDINGS,A M G Resources Ltd,Windermere Road,TS25 1PA,557704080006,189,G,B2 to B7 General Industrial and Special Industrial Groups,2014-03-26,E06000001,E14000733,,2014-04-03,Mandatory issue (Marketed sale).,20,55,3,Natural Gas,,,,670,52.7,21.59,57.57,199.71,No,,,4,Heating and Natural Ventilation,"WORKSHOP BUILDINGS, A M G Resources Ltd, Windermere Road",Hartlepool,Hartlepool
92451540042014061209354787800060,,Sheesh Mahal,"3 Seaton Reach, Coronation Drive",TS25 1XN,208174880000,72,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2014-06-03,E06000001,E14000733,,2014-06-12,Mandatory issue (Marketed sale).,28,83,3,Grid Supplied Electricity,,,,260,70.3,39.84,116.75,100.77,Yes,,1,4,Air Conditioning,"Sheesh Mahal, 3 Seaton Reach, Coronation Drive",Hartlepool,Hartlepool
92471220022014061119115269050740,,Hornseys,"2 Seaton Reach, Coronation Drive",TS25 1XN,463120950000,99,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2014-05-03,E06000001,E14000733,,2014-06-11,Mandatory issue (Marketed sale).,36,107,3,Grid Supplied Electricity,,,,175,128.53,93.47,273.9,253.65,Yes,,1,4,Air Conditioning,"Hornseys, 2 Seaton Reach, Coronation Drive",Hartlepool,Hartlepool
94602718952014082715534805009424,,The Hourglass,Eaglesfield Road,TS25 4BS,447385820000,73,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2014-08-19,E06000001,E14000733,,2014-08-27,Mandatory issue (Marketed sale).,31,84,3,Natural Gas,,,,501,101.29,63.63,169.67,147.12,No,,,4,Heating and Natural Ventilation,"The Hourglass, Eaglesfield Road",Hartlepool,Hartlepool
94627614032014082212110227000795,,25 Surtees Street,,TS24 7HG,150777400000,38,B,C2 Residential Institutions - Universities and colleges,2014-08-22,E06000001,E14000733,,2014-08-22,Mandatory issue (Property on construction).,33,96,4,Natural Gas,,,,755,72.24,47.28,138.54,54.66,No,,,4,Heating and Natural Ventilation,25 Surtees Street,Hartlepool,Hartlepool
95979530242014101813312038509900,,"5a, Ullswater Road",,TS25 1UE,627853530000,85,D,B2 to B7 General Industrial and Special Industrial Groups,2014-10-18,E06000001,E14000733,,2014-10-18,Mandatory issue (Property to let).,33,96,3,Natural Gas,,,,236,54.22,35.42,103.81,92.17,No,,,4,Heating and Mechanical Ventilation,"5a, Ullswater Road",Hartlepool,Hartlepool
97243000802014112114454029109990,,5a Tofts Farm Industrial Estate East,Brenda Road,TS25 2BS,482440120000,93,D,B1 Offices and Workshop businesses,2014-11-11,E06000001,E14000733,,2014-11-21,Mandatory issue (Marketed sale).,28,81,3,Natural Gas,,,,187,40.28,22.18,64.99,75.24,No,,,4,Heating and Natural Ventilation,"5a Tofts Farm Industrial Estate East, Brenda Road",Hartlepool,Hartlepool
97691184032014120714504825900291,,Unit 174A2,Middleton Grange Shopping Centre,TS24 7RR,818521050000,95,D,A1/A2 Retail and Financial/Professional services,2014-12-02,E06000001,E14000733,,2014-12-07,Mandatory issue (Property to let).,29,85,3,Grid Supplied Electricity,,,,35,77.3,44.9,131.58,147.46,No,,,4,Heating and Natural Ventilation,"Unit 174A2, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
98086810602014121716181703509920,,3 Burbank Mews,Burbank Street,TS24 7NY,560431500000,22,A,C2 Residential Institutions - Hospitals and Care Homes,2014-12-17,E06000001,E14000733,,2014-12-17,Mandatory issue (Property on construction).,25,74,4,Natural Gas,,,,241,78.51,39.53,115.84,35.05,No,,,4,Heating and Natural Ventilation,"3 Burbank Mews, Burbank Street",Hartlepool,Hartlepool
98313820902015020914594494500990,,Costcutter Supermarket,39-41 Chatham Road,TS24 8QG,998122590000,75,C,A1/A2 Retail and Financial/Professional services,2015-01-14,E06000001,E14000733,,2015-02-09,Mandatory issue (Non-marketed sale).,29,85,3,Grid Supplied Electricity,,,,368,33.96,19.7,57.72,50.73,No,,,4,Air Conditioning,"Costcutter Supermarket, 39-41 Chatham Road",Hartlepool,Hartlepool
98954025032015020211535283000194,,Unit 5,Middleton Grange Shopping Centre,TS24 7RZ,247316160000,118,E,A1/A2 Retail and Financial/Professional services,2015-01-28,E06000001,E14000733,,2015-02-02,Mandatory issue (Marketed sale).,27,80,3,Grid Supplied Electricity,,,,133,56.3,30.68,89.89,133.34,No,,,4,Heating and Natural Ventilation,"Unit 5, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
98958475032015020215450584000295,,Unit 10,Middleton Grange Shopping Centre,TS24 7RZ,750422640000,158,G,A1/A2 Retail and Financial/Professional services,2015-01-28,E06000001,E14000733,,2015-02-02,Mandatory issue (Marketed sale).,33,96,3,Grid Supplied Electricity,,,,169,49.93,32.6,95.52,157.73,No,,,4,Heating and Natural Ventilation,"Unit 10, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
98959260942015020216450198600290,,Unit 13,Middleton Grange Shopping Centre,TS24 7RZ,590196690000,104,E,A1/A2 Retail and Financial/Professional services,2015-01-28,E06000001,E14000733,,2015-02-02,Mandatory issue (Marketed sale).,31,90,3,Grid Supplied Electricity,,,,105,64.29,39.4,115.46,133.71,No,,,4,Air Conditioning,"Unit 13, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
98980730022015020208361124290650,,Factory Textiles,133 Raby Road,TS24 8DT,523339490000,112,E,A1/A2 Retail and Financial/Professional services,2015-01-26,E06000001,E14000733,,2015-02-02,Mandatory issue (Marketed sale).,35,102,3,Grid Supplied Electricity,,,,377,27.62,19.14,56.1,61.81,No,,,4,Heating and Natural Ventilation,"Factory Textiles, 133 Raby Road",Hartlepool,Hartlepool
99090280702015020915010944400990,,35-37 Chatham Road,,TS24 8QG,976958440000,145,F,A1/A2 Retail and Financial/Professional services,2015-01-14,E06000001,E14000733,,2015-02-09,Mandatory issue (Non-marketed sale).,30,88,3,Grid Supplied Electricity,,,,138,58.55,35.13,102.93,170.28,No,,,4,Heating and Natural Ventilation,35-37 Chatham Road,Hartlepool,Hartlepool
99124960062015021010153274020430,,Units 1 -28,Hartlepool Workshops,TS25 1PD,374761470000,191,G,B2 to B7 General Industrial and Special Industrial Groups,2015-02-04,E06000001,E14000733,,2015-02-10,Mandatory issue (Marketed sale).,31,89,3,Grid Supplied Electricity,,,,6180,44.81,27.35,80.14,171.15,No,,,4,Heating and Natural Ventilation,"Units 1 -28, Hartlepool Workshops",Hartlepool,Hartlepool
99712115532015030223045122000696,BUILDING TWO,S B V Engineering,Burn Road,TS25 1PL,168269550005,255,G,B2 to B7 General Industrial and Special Industrial Groups,2015-03-02,E06000001,E14000733,,2015-03-02,Mandatory issue (Marketed sale).,23,68,3,Natural Gas,,,,3860,44.72,20.87,61.16,227.85,No,,,4,Heating and Natural Ventilation,"BUILDING TWO, S B V Engineering, Burn Road",Hartlepool,Hartlepool
99718260022015030223035565070214,BUILDING ONE,S B V Engineering,Burn Road,TS25 1PL,168269550004,200,G,B2 to B7 General Industrial and Special Industrial Groups,2015-03-02,E06000001,E14000733,,2015-03-02,Mandatory issue (Marketed sale).,28,82,3,Natural Gas,,,,542,60.35,33.67,98.67,241.42,No,,,4,Heating and Natural Ventilation,"BUILDING ONE, S B V Engineering, Burn Road",Hartlepool,Hartlepool
99718390642015030223052552560070,BUILDING THREE,S B V Engineering,Burn Road,TS25 1PL,168269550006,361,G,B2 to B7 General Industrial and Special Industrial Groups,2015-03-02,E06000001,E14000733,,2015-03-02,Mandatory issue (Marketed sale).,25,73,3,Natural Gas,,,,734,55.52,27.66,81.06,400.88,No,,,4,Heating and Natural Ventilation,"BUILDING THREE, S B V Engineering, Burn Road",Hartlepool,Hartlepool
123675450402017070415261910600760,,131 York Road,,TS26 9DR,841195610000,87,D,A1/A2 Retail and Financial/Professional services,2017-06-30,E06000001,E14000733,,2017-07-04,Mandatory issue (Marketed sale).,25,74,3,Grid Supplied Electricity,,,,161,60.01,30.39,89.06,104.31,No,,,4,Heating and Natural Ventilation,131 York Road,Hartlepool,Hartlepool
123999590062017071712184153930220,,Chow Kee Chinese Take Away,60 Murray Street,TS26 8PL,258193390000,103,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2017-07-12,E06000001,E14000733,,2017-07-17,Mandatory issue (Non-marketed sale).,29,85,3,Grid Supplied Electricity,,,,170,57.54,33.48,98.11,118.81,No,,,4,Heating and Natural Ventilation,"Chow Kee Chinese Take Away, 60 Murray Street",Hartlepool,Hartlepool
