LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL
124514197012017081613245203019337,ADJACENT TO 24 BRENDA ROAD AND FORMERLY,Cleveland Wholesale Stationers,Brenda Road,TS25 1QE,370373530001,92,D,B1 Offices and Workshop businesses,2017-08-01,E06000001,E14000733,,2017-08-16,Mandatory issue (Property to let).,17,50,3,Biomass,,,,450,29.49,10.11,29.63,54.43,No,,,4,Heating and Natural Ventilation,"ADJACENT TO 24 BRENDA ROAD AND FORMERLY, Cleveland Wholesale Stationers, Brenda Road",Hartlepool,Hartlepool
125577270502017091917014258800910,,1-2 Cedar Lodge,White Thorn Gardens,TS25 1FB,454657850000,25,A,C2 Residential Institutions - Hospitals and Care Homes,2017-09-18,E06000001,E14000733,,2017-09-19,Mandatory issue (Property on construction).,26,76,4,Natural Gas,,,,394,83.98,43.31,126.92,42.43,No,,,4,Heating and Natural Ventilation,"1-2 Cedar Lodge, White Thorn Gardens",Hartlepool,Hartlepool
121476962212017110308490203909377,,37 Church Street,,TS24 7DG,373523270000,95,D,A1/A2 Retail and Financial/Professional services,2017-10-26,E06000001,E14000733,,2017-11-03,Mandatory issue (Property to let).,33,95,3,Grid Supplied Electricity,,,,130,30.33,19.74,57.86,57.84,No,,,4,Heating and Natural Ventilation,37 Church Street,Hartlepool,Hartlepool
122319930962017101023130607000420,,McKenzie House,17 Kendal Road,TS25 1QU,209938730000,73,C,B1 Offices and Workshop businesses,2017-10-04,E06000001,E14000733,,2017-10-10,Mandatory issue (Marketed sale).,27,79,3,Natural Gas,,,,383,36.22,19.44,56.97,52.55,No,,,4,Heating and Natural Ventilation,"McKenzie House, 17 Kendal Road",Hartlepool,Hartlepool
12255830402009102905490852809200,,Unit 1B,Rivergreen Business Centre,TS25 2DL,946383850000,37,B,Warehouse and storage,2009-10-22,E06000001,E14000733,,2009-10-29,,33,66,3,Natural Gas,,,,401,,,,,No,,,4,Heating and Natural Ventilation,"Unit 1B, Rivergreen Business Centre",Hartlepool,Hartlepool
118577520442017051708374844700990,,"75, King Oswy Drive",,TS24 9PF,540102740000,87,D,A1/A2 Retail and Financial/Professional services,2017-01-14,E06000001,E14000733,,2017-05-17,Mandatory issue (Non-marketed sale).,31,91,3,Grid Supplied Electricity,,,,61,53.94,33.55,98.31,93.4,No,,,4,Heating and Natural Ventilation,"75, King Oswy Drive",Hartlepool,Hartlepool
118632110902017010610330644409920,,Unit T,Tees Bay Business Park,TS25 2BU,393921440000,95,D,B2 to B7 General Industrial and Special Industrial Groups,2016-12-14,E06000001,E14000733,,2017-01-06,Mandatory issue (Property to let).,26,75,3,Grid Supplied Electricity,,,,682,29.01,14.91,43.7,55.15,No,,,4,Heating and Natural Ventilation,"Unit T, Tees Bay Business Park",Hartlepool,Hartlepool
118641020542017010812545144509920,,Unit H,Tees Bay Business Park,TS25 2BU,750542540000,64,C,B8 Storage or Distribution,2016-12-14,E06000001,E14000733,,2017-01-08,Mandatory issue (Property to let).,26,75,3,Natural Gas,,,,8599,35.85,18.41,53.94,45.61,No,,,4,Heating and Natural Ventilation,"Unit H, Tees Bay Business Park",Hartlepool,Hartlepool
118644200302017010610400124909920,,Unit M,Tees Bay Business Park,TS25 2BU,934690920000,105,E,B8 Storage or Distribution,2016-12-14,E06000001,E14000733,,2017-01-06,Mandatory issue (Property to let).,60,175,3,Other,,,,202,2.76,3.3,9.67,5.82,No,,,4,Unconditioned,"Unit M, Tees Bay Business Park",Hartlepool,Hartlepool
118903010022017020312494892790030,,Corporation Welfare Club,Whitby Street,TS24 7AB,392612290000,85,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2017-01-30,E06000001,E14000733,,2017-02-03,Mandatory issue (Marketed sale).,35,102,3,Natural Gas,,,,824,127.96,88.71,259.97,216.97,No,,,4,Heating and Natural Ventilation,"Corporation Welfare Club, Whitby Street",Hartlepool,Hartlepool
119809279912017022614390202009666,,Unit 2,Anchor Retail Park,TS24 0XR,660792960000,52,C,A1/A2 Retail and Financial/Professional services,2017-02-13,E06000001,E14000733,,2017-02-26,Mandatory issue (Marketed sale).,23,67,3,Natural Gas,,,,1506,55.12,25.22,73.91,57.88,No,,,4,Heating and Natural Ventilation,"Unit 2, Anchor Retail Park",Hartlepool,Hartlepool
127006001712017103112065200909179,,Unit 3,Tangent Business Park,TS25 1FA,199510870000,57,C,B1 Offices and Workshop businesses,2017-10-30,E06000001,E14000733,,2017-10-31,Mandatory issue (Property to let).,28,82,3,Natural Gas,,,,147,37.61,21.06,61.73,42.65,No,,,4,Heating and Natural Ventilation,"Unit 3, Tangent Business Park",Hartlepool,Hartlepool
127262420742017110818061198519090,THE SHOP,"2, Rium Terrace",,TS24 8AW,473202590001,169,G,A1/A2 Retail and Financial/Professional services,2017-11-08,E06000001,E14000733,,2017-11-08,Mandatory issue (Property to let).,26,77,3,Grid Supplied Electricity,,,,60,60.65,31.96,93.67,204.64,No,,,4,Heating and Natural Ventilation,"THE SHOP, 2, Rium Terrace",Hartlepool,Hartlepool
127442690102017121509053250309290,,Exwold Tech,"Unit 6, Tofts Farm Industrial Estate East, Brenda Road",TS25 2BS,617139350000,81,D,B2 to B7 General Industrial and Special Industrial Groups,2017-11-20,E06000001,E14000733,,2017-12-15,Mandatory issue (Non-marketed sale).,26,76,3,Natural Gas,,,,1502,32.86,17.06,50,53.27,No,,,4,Heating and Natural Ventilation,"Exwold Tech, Unit 6, Tofts Farm Industrial Estate East, Brenda Road",Hartlepool,Hartlepool
127497130962017111514055168990791,"ENTRANCE, FIRST AND SECOND FLOOR",196 York Road,,TS26 9EB,965532820001,72,C,B1 Offices and Workshop businesses,2017-11-13,E06000001,E14000733,,2017-11-15,Mandatory issue (Property to let).,24,70,3,Natural Gas,,,,124,36.85,17.67,51.78,52.73,No,,,4,Heating and Natural Ventilation,"ENTRANCE, FIRST AND SECOND FLOOR, 196 York Road",Hartlepool,Hartlepool
115921480022016092220235174210210,,O'brien Fleet Workshop,Hunter House Industrial Estate,TS25 2BE,174789490000,96,D,B2 to B7 General Industrial and Special Industrial Groups,2016-09-22,E06000001,E14000733,,2016-09-22,Mandatory issue (Marketed sale).,30,88,3,Natural Gas,,,,1683,50.12,30.02,87.97,96.57,No,,,4,Heating and Natural Ventilation,"O'brien Fleet Workshop, Hunter House Industrial Estate",Hartlepool,Hartlepool
116110770012016100316522405909166,,"6-8, Lealholm Road",,TS25 1RS,166605760000,99,D,B1 Offices and Workshop businesses,2016-10-03,E06000001,E14000733,,2016-10-03,Mandatory issue (Marketed sale).,34,100,3,Natural Gas,,,,209,35.12,24,70.33,69.59,No,,,4,Heating and Natural Ventilation,"6-8, Lealholm Road",Hartlepool,Hartlepool
12823450642009031812093822300970,,20a Mulgrave Road,,TS26 8EE,363185320000,60,C,Retail,2009-03-12,E06000001,E14000733,Hartlepool (B),2009-03-18,,39,51,3,Natural Gas,,,,74,,,,,,,,,Heating and Natural Ventilation,20a Mulgrave Road,Hartlepool,Hartlepool
113632877252016062810083200009978,,134 York Road,,TS26 9DA,989270870000,178,G,A1/A2 Retail and Financial/Professional services,2016-05-23,E06000001,E14000733,,2016-06-28,Mandatory issue (Property to let).,32,93,3,Grid Supplied Electricity,,,,141,48.3,30.51,89.4,172,No,,,4,Heating and Natural Ventilation,134 York Road,Hartlepool,Hartlepool
11402670402009021914382409100920,,HSS,Lower Oxford Street,TS25 1PT,340307100000,141,F,Retail warehouses,2009-02-11,E06000001,E14000733,,2009-02-19,,40,59,3,Grid Supplied Electricity,,,,294,,,,,,,,,Heating and Natural Ventilation,"HSS, Lower Oxford Street",Hartlepool,Hartlepool
114568786212016080208112101009510,,"165a, York Road",,TS26 9EQ,500661710000,92,D,B1 Offices and Workshop businesses,2016-07-28,E06000001,E14000733,,2016-08-02,Mandatory issue (Property to let).,49,143,3,Grid Supplied Electricity,,,,109,208.17,203.8,597.23,383.97,No,,,4,Heating and Natural Ventilation,"165a, York Road",Hartlepool,Hartlepool
114675241912016081422085009009989,,"35-37, Park Road",,TS24 7PW,999119780000,60,C,A1/A2 Retail and Financial/Professional services,2016-08-14,E06000001,E14000733,,2016-08-14,Mandatory issue (Property to let).,23,67,3,Natural Gas,,,,230,83.67,38.14,111.75,99.93,No,,,4,Heating and Natural Ventilation,"35-37, Park Road",Hartlepool,Hartlepool
114776420022016081522054948980490,,The Victoria Arms,154 Northgate,TS24 0EQ,943924810000,55,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-08-14,E06000001,E14000733,,2016-08-15,Mandatory issue (Marketed sale).,24,72,3,Natural Gas,,,,471,98.62,48.25,141.4,108.35,Yes,,1,4,Heating and Mechanical Ventilation,"The Victoria Arms, 154 Northgate",Hartlepool,Hartlepool
115137050962016110721052154090750,,255 York Road,,TS26 9AD,550952430000,96,D,A1/A2 Retail and Financial/Professional services,2016-11-03,E06000001,E14000733,,2016-11-07,Mandatory issue (Marketed sale).,241,705,3,Natural Gas,,,,144,37.93,182.53,534.88,72.67,No,,,4,Heating and Natural Ventilation,255 York Road,Hartlepool,Hartlepool
104918320022016022314081790910630,,Guan Can Cook,33 Miers Avenue,TS24 9HH,392624060000,101,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2015-09-16,E06000001,E14000733,,2016-02-23,Mandatory issue (Marketed sale).,32,93,3,Natural Gas,,,,125,57.74,36.56,107.13,117.13,No,,,4,Heating and Natural Ventilation,"Guan Can Cook, 33 Miers Avenue",Hartlepool,Hartlepool
105003095952015091715435403009334,,Motor Vehicle Repair,62 Dalton Street,TS26 9EL,343953230000,113,E,B1 Offices and Workshop businesses,2015-09-11,E06000001,E14000733,,2015-09-17,Mandatory issue (Property to let).,39,115,3,Natural Gas,,,,230,19.21,15.08,44.2,43.59,No,,,4,Heating and Mechanical Ventilation,"Motor Vehicle Repair, 62 Dalton Street",Hartlepool,Hartlepool
109135400402016012708552112700290,,Premier Lake Balls,"Unit 10 Newburn Bridge Industrial Estate, Mainsforth Terrace",TS25 1TZ,949180710000,101,E,B1 Offices and Workshop businesses,2016-01-22,E06000001,E14000733,,2016-01-27,Mandatory issue (Property to let).,38,111,3,Natural Gas,,,,50,28.52,21.67,63.51,57.7,No,,,4,Heating and Natural Ventilation,"Premier Lake Balls, Unit 10 Newburn Bridge Industrial Estate, Mainsforth Terrace",Hartlepool,Hartlepool
109607160062016021111450661020820,,40 Catcote Road,,TS25 4HG,266469170000,70,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-02-08,E06000001,E14000733,,2016-02-11,Mandatory issue (Marketed sale).,29,85,3,Natural Gas,,,,122,69.5,40.12,117.55,96.76,No,,,4,Heating and Natural Ventilation,40 Catcote Road,Hartlepool,Hartlepool
100531495032015033116335672000190,,Unit 1/C,Rivergreen Business Centre,TS25 2DL,908213210000,51,C,B2 to B7 General Industrial and Special Industrial Groups,2015-03-13,E06000001,E14000733,,2015-03-31,Mandatory issue (Property to let).,30,88,3,Natural Gas,,,,400,55,32.96,96.58,56.62,No,,,4,Heating and Natural Ventilation,"Unit 1/C, Rivergreen Business Centre",Hartlepool,Hartlepool
100836165032015041714402346000192,,26 Mulgrave Road,,TS26 8EE,620613610000,70,C,A1/A2 Retail and Financial/Professional services,2015-04-14,E06000001,E14000733,,2015-04-17,Mandatory issue (Marketed sale).,27,79,3,Grid Supplied Electricity,,,,92,79.41,42.75,125.27,110.83,Yes,,1,5,Air Conditioning,26 Mulgrave Road,Hartlepool,Hartlepool
100846818012015050716271208009987,,Unit 3f,Park View Road West,TS25 1PE,971688980000,178,G,B2 to B7 General Industrial and Special Industrial Groups,2015-04-09,E06000001,E14000733,,2015-05-07,Mandatory issue (Marketed sale).,35,102,3,Natural Gas,,,,338,43.75,30.4,89.08,156.04,No,,,4,Heating and Natural Ventilation,"Unit 3f, Park View Road West",Hartlepool,Hartlepool
101374195032015051113263609000998,,Unit 3d,Park View Road West,TS25 1PE,987990440000,184,G,B1 Offices and Workshop businesses,2015-04-20,E06000001,E14000733,,2015-05-11,Mandatory issue (Marketed sale).,32,94,3,Natural Gas,,,,297,30.67,19.67,57.65,112.91,No,,,4,Heating and Natural Ventilation,"Unit 3d, Park View Road West",Hartlepool,Hartlepool
101430614012015051113224009009488,,Unit 11c,Park View Road West,TS25 1PE,485949280000,129,F,B8 Storage or Distribution,2015-04-09,E06000001,E14000733,,2015-05-11,Mandatory issue (Marketed sale).,26,78,3,Natural Gas,,,,614,50.54,26.74,78.35,130.54,No,,,4,Heating and Natural Ventilation,"Unit 11c, Park View Road West",Hartlepool,Hartlepool
101430860002015051216215241500040,,Unit 12a,Park View Road West,TS25 1PE,504376540000,120,E,B2 to B7 General Industrial and Special Industrial Groups,2015-04-09,E06000001,E14000733,,2015-05-12,Mandatory issue (Marketed sale).,27,80,3,Natural Gas,,,,1230,50.71,27.6,80.88,121.75,No,,,4,Heating and Natural Ventilation,"Unit 12a, Park View Road West",Hartlepool,Hartlepool
101442635952015081816230001009958,,Unit 12b,Park View Road West,TS25 1PE,988751950000,96,D,B1 Offices and Workshop businesses,2015-08-17,E06000001,E14000733,,2015-08-18,Mandatory issue (Property to let).,21,62,3,Natural Gas,,,,825,26.96,11.32,33.16,51.57,No,,,4,Heating and Natural Ventilation,"Unit 12b, Park View Road West",Hartlepool,Hartlepool
107658895032015120714242534900295,,"198, Flint Walk",,TS26 0TL,956423850000,82,D,D1 Non-residential Institutions - Community/Day Centre,2015-12-07,E06000001,E14000733,,2015-12-07,Mandatory issue (Property to let).,33,96,3,Natural Gas,,,,390,36.12,23.56,69.03,59.02,No,,,4,Heating and Natural Ventilation,"198, Flint Walk",Hartlepool,Hartlepool
113478838952016062221570501019512,TECHNICAL HUB,Cleveland Fire Brigade,"Headquarters, Endeavour House, Stockton Road",TS25 5TB,525081210001,41,B,B2 to B7 General Industrial and Special Industrial Groups,2016-06-17,E06000001,E14000733,,2016-06-22,Mandatory issue (Property on construction).,38,110,4,Natural Gas,,,,1223,39.85,30.05,88.06,32.41,No,,,4,Heating and Natural Ventilation,"TECHNICAL HUB, Cleveland Fire Brigade, Headquarters, Endeavour House, Stockton Road",Hartlepool,Hartlepool
11048604952009022408354208000424,,Seymour House,The Front,TS25 1DJ,449048820000,73,C,Nursing residential homes and hostels,2009-02-10,E06000001,E14000733,Hartlepool (B),2009-02-24,,43,72,3,Natural Gas,,,,606,,,,,,,,,Heating and Natural Ventilation,"Seymour House, The Front",Hartlepool,Hartlepool
110964910062016032220275933970670,,Fleurs Classique Florist,2 The Front,TS25 1BS,738212330000,144,F,A1/A2 Retail and Financial/Professional services,2016-03-16,E06000001,E14000733,,2016-03-22,Mandatory issue (Marketed sale).,27,78,3,Grid Supplied Electricity,,,,48,59.06,31.59,92.56,170.26,No,,,4,Heating and Natural Ventilation,"Fleurs Classique Florist, 2 The Front",Hartlepool,Hartlepool
111420666032016042014301554000393,,Manor Community Academy,Owton Manor Lane,TS25 3PS,638437440000,31,B,D1 Non-residential Institutions - Education,2016-04-05,E06000001,E14000733,,2016-04-20,Mandatory issue (Non-marketed sale).,37,98,5,Natural Gas,,,,8669,21.07,15.41,41.09,13.19,No,,,4,Heating and Natural Ventilation,"Manor Community Academy, Owton Manor Lane",Hartlepool,Hartlepool
111678840642016042013041994900940,,Freddies Sarnies,77 Jutland Road,TS25 1LW,569404990000,89,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-04-14,E06000001,E14000733,,2016-04-20,Mandatory issue (Marketed sale).,29,86,3,Natural Gas,,,,129,66.51,39.14,114.71,118.94,No,,,4,Heating and Natural Ventilation,"Freddies Sarnies, 77 Jutland Road",Hartlepool,Hartlepool
116799860602016102714345020209200,,Unit 33,Navigation Point,TS24 0UJ,168726220000,51,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-10-20,E06000001,E14000733,,2016-10-27,Mandatory issue (Property to let).,34,99,3,Natural Gas,,,,118,120.16,80.96,237.25,121.42,Yes,,1,4,Air Conditioning,"Unit 33, Navigation Point",Hartlepool,Hartlepool
116828570962016102714230869200090,,Unit 34,Navigation Point,TS24 0UJ,961678910000,48,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-10-20,E06000001,E14000733,,2016-10-27,Mandatory issue (Property to let).,33,95,3,Natural Gas,,,,134,129.64,84.3,247.04,123.32,Yes,,1,4,Air Conditioning,"Unit 34, Navigation Point",Hartlepool,Hartlepool
13477200022009032515175969270560,,The Blue Bells,Newton Bewley,TS22 5PQ,662403930000,109,E,Restaurant/public house,2009-03-25,E06000001,E14000733,Hartlepool (B),2009-03-25,,40,65,3,Natural Gas,,,,273,,,,,,,,,Heating and Natural Ventilation,"The Blue Bells, Newton Bewley",Hartlepool,Hartlepool
131309970022018031314415137970210,,Nuzuri,105 York Road,TS26 9DH,133178740000,121,E,A1/A2 Retail and Financial/Professional services,2018-03-12,E06000001,E14000733,,2018-03-13,Mandatory issue (Non-marketed sale).,31,92,3,Grid Supplied Electricity,,,,115,54.23,34.02,99.69,131.2,No,,,4,Heating and Natural Ventilation,"Nuzuri, 105 York Road",Hartlepool,Hartlepool
138488800062018100812023874210350,,Unit 1,Avenue Parade,TS24 8BB,573905430000,118,E,D1 Non-residential Institutions - Community/Day Centre,2018-09-27,E06000001,E14000733,,2018-10-08,Mandatory issue (Property to let).,29,86,3,Natural Gas,,,,218,31.93,18.82,55.16,75.46,No,,,4,Heating and Natural Ventilation,"Unit 1, Avenue Parade",Hartlepool,Hartlepool
138677929912018101513241707909500,,"4, Belk Street",,TS24 8DH,501897100000,135,F,A1/A2 Retail and Financial/Professional services,2018-10-12,E06000001,E14000733,,2018-10-15,Mandatory issue (Property to let).,29,85,3,Grid Supplied Electricity,,,,58,65.95,38.36,112.41,177.76,No,,,4,Heating and Natural Ventilation,"4, Belk Street",Hartlepool,Hartlepool
139161518252018102916513601909106,,Unit 4,Tangent Business Park,TS25 1FA,165781100000,59,C,B8 Storage or Distribution,2018-10-29,E06000001,E14000733,,2018-10-29,Mandatory issue (Property to let).,23,67,3,Other,,,,582,27.64,12.58,36.87,32.55,No,,,4,Unconditioned,"Unit 4, Tangent Business Park",Hartlepool,Hartlepool
136948200842018090312495070500980,,W H Smith Ltd,186 Middleton Grange Shopping Centre,TS24 7RR,687040570000,47,B,A1/A2 Retail and Financial/Professional services,2018-08-10,E06000001,E14000733,,2018-09-03,Mandatory issue (Property to let).,29,86,4,Grid Supplied Electricity,,,,984,46.89,27.59,80.85,43.95,No,,,4,Air Conditioning,"W H Smith Ltd, 186 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
137029740002018082014381446000980,,7 Whitby Street,,TS24 7AD,101374040000,100,D,A1/A2 Retail and Financial/Professional services,2018-08-16,E06000001,E14000733,,2018-08-20,Mandatory issue (Marketed sale).,31,91,3,Grid Supplied Electricity,,,,41,49.12,30.65,89.82,97.86,No,,,4,Heating and Natural Ventilation,7 Whitby Street,Hartlepool,Hartlepool
13739026952009031812060506000821,,Unit 3c,Tofts Farm Industrial Estate East,TS25 2BS,817266020000,133,F,Workshops/maintenance depot,2009-03-12,E06000001,E14000733,Hartlepool (B),2009-03-18,,43,88,3,Natural Gas,,,,248,,,,,,,,,Heating and Natural Ventilation,"Unit 3c, Tofts Farm Industrial Estate East",Hartlepool,Hartlepool
137447250002018092401480783500080,,"108, Whitby Street South",,TS24 7LP,100855580000,94,D,B8 Storage or Distribution,2018-08-07,E06000001,E14000733,,2018-09-24,Mandatory issue (Property to let).,33,96,3,Other,,,,113,23.36,15.29,44.81,43.79,No,,,4,Unconditioned,"108, Whitby Street South",Hartlepool,Hartlepool
137648512952018091110302809009211,,Wallpaper Warehouse,Moreland Street,TS24 7NL,216429310000,185,G,B8 Storage or Distribution,2018-07-19,E06000001,E14000733,,2018-09-11,Mandatory issue (Property to let).,27,80,3,Grid Supplied Electricity,,,,1413,68.68,37.71,110.5,254.7,No,,,4,Heating and Mechanical Ventilation,"Wallpaper Warehouse, Moreland Street",Hartlepool,Hartlepool
134198990402018053014142197100250,,The Gatehouse,Usworth Road,TS25 1PD,347199190000,32,B,B1 Offices and Workshop businesses,2018-05-23,E06000001,E14000733,,2018-05-30,Mandatory issue (Property on construction).,33,98,3,Natural Gas,,,,89,65.32,43.67,127.98,41.94,No,,,4,Heating and Natural Ventilation,"The Gatehouse, Usworth Road",Hartlepool,Hartlepool
134376738032018061215340309000697,,Mister Twisters,"Unit 23, Park View Road West",TS25 1PE,374960320000,83,D,D2 General Assembly and Leisure plus Night Clubs and Theatres,2018-05-30,E06000001,E14000733,,2018-06-12,Mandatory issue (Marketed sale).,17,49,3,Natural Gas,,,,1184,46.46,15.64,45.82,77.23,No,,,4,Heating and Natural Ventilation,"Mister Twisters, Unit 23, Park View Road West",Hartlepool,Hartlepool
130737268132018022514474678000898,UNIT 1A - 3A,Benson's Coal Yard,Casebourne Road,TS25 1PJ,685887240001,53,C,B2 to B7 General Industrial and Special Industrial Groups,2018-02-23,E06000001,E14000733,,2018-02-25,Mandatory issue (Property to let).,15,44,3,Biomass,,,,635,55.47,16.54,48.47,59.28,No,,,4,Heating and Natural Ventilation,"UNIT 1A - 3A, Benson's Coal Yard, Casebourne Road",Hartlepool,Hartlepool
144023150902019061316045053100240,,15 Scarborough Street,,TS24 7DA,298655150000,118,E,B1 Offices and Workshop businesses,2019-04-27,E06000001,E14000733,,2019-06-13,Mandatory issue (Marketed sale).,33,97,3,Natural Gas,,,,80,35.51,23.57,69.07,83.91,No,,,4,Heating and Natural Ventilation,15 Scarborough Street,Hartlepool,Hartlepool
145189020022019051913005763950310,,3a Lancaster Road,,TS24 8LN,162824320000,107,E,B1 Offices and Workshop businesses,2019-05-17,E06000001,E14000733,,2019-05-19,Mandatory issue (Marketed sale).,31,90,3,Other,,,,259,11.35,6.94,20.33,24.33,No,,,4,Unconditioned,3a Lancaster Road,Hartlepool,Hartlepool
145269734952019052107432408019624,UNIT 1,Belle Business Park,Greatham Street,TS25 1PU,649348820001,80,D,D2 General Assembly and Leisure plus Night Clubs and Theatres,2019-05-17,E06000001,E14000733,,2019-05-21,Mandatory issue (Property to let).,30,88,3,Natural Gas,,,,198,53.77,32.37,94.86,86.5,No,,,4,Heating and Mechanical Ventilation,"UNIT 1, Belle Business Park, Greatham Street",Hartlepool,Hartlepool
142627060302019022314095312200220,,Linens Fabric & Design,97 Park Road,TS26 9HP,731376210000,80,D,A1/A2 Retail and Financial/Professional services,2019-02-22,E06000001,E14000733,,2019-02-23,Mandatory issue (Marketed sale).,31,90,3,Grid Supplied Electricity,,,,115,56.63,34.97,102.46,91.15,No,,,4,Heating and Natural Ventilation,"Linens Fabric & Design, 97 Park Road",Hartlepool,Hartlepool
142723200062019022715411144220521,BOVIS HOUSE,"7-9, Victoria Road",,TS24 7SE,245101480001,94,D,B1 Offices and Workshop businesses,2019-02-25,E06000001,E14000733,,2019-02-27,Mandatory issue (Property to let).,25,73,3,Natural Gas,,,,1757,31.6,15.74,46.12,59.46,Yes,,3,5,Heating and Natural Ventilation,"BOVIS HOUSE, 7-9, Victoria Road",Hartlepool,Hartlepool
143911629252019040211040605009487,,The Fish Bar,62 Owton Manor Lane,TS25 3AU,474595280000,92,D,A1/A2 Retail and Financial/Professional services,2019-03-22,E06000001,E14000733,,2019-04-02,Mandatory issue (Marketed sale).,31,92,3,Grid Supplied Electricity,,,,45,53.01,33.17,97.19,97.98,No,,,4,Heating and Natural Ventilation,"The Fish Bar, 62 Owton Manor Lane",Hartlepool,Hartlepool
140187819212018120316215807909951,,202-208 Owton Manor Lane,,TS25 3QD,919997250000,65,C,A1/A2 Retail and Financial/Professional services,2018-11-29,E06000001,E14000733,,2018-12-03,Mandatory issue (Marketed sale).,24,71,3,Grid Supplied Electricity,,,,329,42.94,20.76,60.84,56.1,No,,,4,Heating and Natural Ventilation,202-208 Owton Manor Lane,Hartlepool,Hartlepool
140685792912018121314280201929745,UNIT 3 & PT 6,North House,Brenda Road,TS25 2BW,756121840002,99,D,B8 Storage or Distribution,2018-12-11,E06000001,E14000733,,2018-12-13,Mandatory issue (Property to let).,23,69,3,Grid Supplied Electricity,,,,1572,28.89,13.56,39.73,57.11,No,,,4,Heating and Natural Ventilation,"UNIT 3 & PT 6, North House, Brenda Road",Hartlepool,Hartlepool
140688920962018121317564958920977,RIGHT SIDE OF 1ST FLOOR UNITS 7-9,North House,Brenda Road,TS25 2BW,756121840007,109,E,B1 Offices and Workshop businesses,2018-12-11,E06000001,E14000733,,2018-12-13,Mandatory issue (Property to let).,22,66,3,Grid Supplied Electricity,,,,297,34.48,15.51,45.44,74.94,No,,,4,Heating and Natural Ventilation,"RIGHT SIDE OF 1ST FLOOR UNITS 7-9, North House, Brenda Road",Hartlepool,Hartlepool
145743795212019061017152101009561,,Fish Bar,99 Northgate,TS24 0JX,514851360000,79,D,A1/A2 Retail and Financial/Professional services,2019-03-21,E06000001,E14000733,,2019-06-10,Mandatory issue (Marketed sale).,28,81,3,Grid Supplied Electricity,,,,66,56.52,31.26,91.61,89.78,No,,,4,Heating and Natural Ventilation,"Fish Bar, 99 Northgate",Hartlepool,Hartlepool
145758830022019061017103374270960,,Headland Tackle Shop,39 Northgate,TS24 0JX,676030410000,98,D,A1/A2 Retail and Financial/Professional services,2019-03-21,E06000001,E14000733,,2019-06-10,Mandatory issue (Marketed sale).,27,79,3,Grid Supplied Electricity,,,,54,52.1,28.12,82.41,101.9,No,,,4,Heating and Natural Ventilation,"Headland Tackle Shop, 39 Northgate",Hartlepool,Hartlepool
146709053012019070520024907009828,,77a Murray Street,,TS26 8RG,882537120000,107,E,A1/A2 Retail and Financial/Professional services,2019-07-05,E06000001,E14000733,,2019-07-05,Mandatory issue (Property to let).,22,65,3,Grid Supplied Electricity,,,,105,85.95,38.02,111.41,184.78,No,,,4,Heating and Natural Ventilation,77a Murray Street,Hartlepool,Hartlepool
146755860102019070911403041000030,,2 Church Walk,,TS24 0ND,617966040000,47,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2019-07-09,E06000001,E14000733,,2019-07-09,Mandatory issue (Property to let).,26,76,3,Natural Gas,,,,738,124.31,64.29,188.39,117.73,No,,,4,Heating and Natural Ventilation,2 Church Walk,Hartlepool,Hartlepool
146849640062019072322152825030580,,Crown Buildings,Avenue Road,TS24 8RZ,829741550000,93,D,B1 Offices and Workshop businesses,2019-07-05,E06000001,E14000733,,2019-07-23,Mandatory issue (Property to let).,23,68,3,Natural Gas,,,,651,40.83,18.89,55.36,75.59,No,,,4,Heating and Natural Ventilation,"Crown Buildings, Avenue Road",Hartlepool,Hartlepool
